PRIMARY_KEY,insee,Occupation_42,Age_2018,IS_STUDENT,highest_diploma,Act,FAMILY_TYPE,SEX,target
89,"01033","csp_5_2",50,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
90,"01033","csp_5_4",47,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
91,"01033","csp_5_2",46,FALSE,"edu1_2","type_1_1","fm|4|3","Female","A"
92,"01033","csp_8_4",21,TRUE,"edu1_2","type_2_2","fm|4|1","Female","A"
94,"01033","csp_3_8",34,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
96,"01033","csp_8_5",27,FALSE,"edu1","type_2_5","fm|4|4","Male","A"
99,"01034","csp_7_5",69,FALSE,"edu1_4","type_2_1","fm|4|4","Female","A"
102,"01034","csp_7_8",72,FALSE,"edu1_3","type_2_1","fm|4|4","Female","A"
103,"01034","csp_7_1",86,FALSE,"edu3","type_2_1","fm|1|2","Female","A"
104,"01034","csp_6_2",24,FALSE,"edu1_4","type_1_1","fm|4|2","Male","V"
105,"01034","csp_8_4",19,TRUE,"edu1_4","type_2_2","fm|1|1","Male","A"
106,"01034","csp_4_7",46,FALSE,"edu1_6","type_1_1","fm|4|1","Male","V"
107,"01034","csp_2_1",29,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
108,"01034","csp_2_2",48,FALSE,"edu1_7","type_1_1","fm|4|1","Male","A"
109,"01036","csp_7_4",79,FALSE,"edu1_8","type_2_1","fm|4|4","Male","V"
111,"01038","csp_6_3",32,FALSE,"edu1_3","type_1_2","fm|3|1","Male","V"
113,"01039","csp_5_6",28,FALSE,"edu1_6","type_1_2","fm|4|1","Female","A"
114,"01040","csp_8_5",18,TRUE,"edu1_2","type_2_5","fm|4|2","Male","A"
115,"01041","csp_7_1",79,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
120,"01045","csp_3_5",61,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
122,"01046","csp_5_6",60,FALSE,"edu1_3","type_1_1","fm|4|3","Female","A"
123,"01049","csp_7_5",72,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
124,"01049","csp_4_6",35,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
129,"01053","csp_6_3",41,FALSE,"edu1_5","type_1_1","fm|4|1","Female","V"
131,"01053","csp_6_7",36,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
132,"01053","csp_4_5",55,FALSE,"edu1_5","type_1_1","fm|2|0","Female","A"
137,"01053","csp_6_2",54,FALSE,"edu1_5","type_1_1","fm|3|1","Male","V"
138,"01053","csp_7_8",64,FALSE,"edu1_3","type_2_1","fm|1|1","Male","A"
139,"01053","csp_7_7",70,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
140,"01053","csp_8_4",22,TRUE,"edu1_3","type_2_2","fm|3|1","Male","A"
143,"01053","csp_4_3",57,FALSE,"edu1_6","type_1_1","fm|3|2","Female","V"
144,"01053","csp_7_5",67,FALSE,"edu1_2","type_2_1","fm|4|4","Female","A"
145,"01053","csp_6_3",60,FALSE,"edu1_3","type_1_1","fm|4|1","Male","A"
148,"01053","csp_4_7",42,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
150,"01053","csp_7_8",94,FALSE,"edu2","type_2_1","fm|4|4","Male","V"
152,"01053","csp_7_7",71,FALSE,"edu1_4","type_2_1","fm|4|4","Female","A"
154,"01053","csp_7_2",76,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
155,"01053","csp_5_6",52,FALSE,"edu1_2","type_1_2","fm|1|2","Female","A"
156,"01053","csp_6_2",60,FALSE,"edu1_4","type_1_1","fm|3|1","Male","V"
161,"01053","csp_6_8",33,FALSE,"edu1_2","type_1_1","fm|4|1","Female","A"
162,"01053","csp_5_4",54,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
163,"01053","csp_3_8",51,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
166,"01053","csp_7_5",77,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
167,"01053","csp_7_7",64,FALSE,"edu3","type_2_1","fm|4|4","Male","A"
168,"01053","csp_7_5",71,FALSE,"edu1_4","type_2_1","fm|4|4","Male","V"
170,"01053","csp_6_3",20,FALSE,"edu1_3","type_1_2","fm|4|2","Male","A"
171,"01053","csp_8_4",18,TRUE,"edu1_4","type_2_2","fm|3|2","Female","A"
172,"01053","csp_3_1",41,FALSE,"edu1_9","type_1_1","fm|4|1","Female","A"
173,"01053","csp_7_4",77,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
177,"01053","csp_5_5",53,FALSE,"edu1_4","type_1_2","fm|3|2","Female","V"
178,"01053","csp_8_1",24,FALSE,"edu1_8","type_1_2","fm|4|2","Male","A"
181,"01053","csp_3_7",24,FALSE,"edu1_7","type_1_1","fm|4|1","Male","A"
182,"01053","csp_8_5",49,FALSE,"edu1_1","type_2_5","fm|4|4","Female","A"
183,"01053","csp_5_5",50,FALSE,"edu1_3","type_1_1","fm|1|2","Female","A"
184,"01053","csp_6_7",37,FALSE,"edu1_3","type_1_1","fm|4|1","Male","A"
187,"01053","csp_8_4",17,TRUE,"edu1_2","type_2_2","fm|3|2","Female","A"
189,"01053","csp_6_4",28,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
191,"01053","csp_5_2",61,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
193,"01053","csp_7_7",72,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
196,"01053","csp_7_5",68,FALSE,"edu1_4","type_2_1","fm|4|4","Female","A"
197,"01053","csp_6_3",56,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
198,"01053","csp_6_8",39,FALSE,"edu3","type_1_1","fm|1|2","Female","V"
200,"01053","csp_4_2",60,FALSE,"edu1_7","type_1_1","fm|1|2","Female","V"
202,"01053","csp_7_7",67,FALSE,"edu3","type_2_1","fm|1|2","Female","V"
203,"01054","csp_7_5",59,FALSE,"edu1_4","type_2_1","fm|4|2","Female","V"
204,"01054","csp_7_7",70,FALSE,"edu1_2","type_2_1","fm|3|2","Female","V"
209,"01058","csp_8_5",33,FALSE,"edu1_3","type_2_5","fm|4|4","Male","A"
212,"01061","csp_6_4",62,FALSE,"edu1_3","type_1_1","fm|4|2","Male","V"
214,"01064","csp_6_4",56,FALSE,"edu1","type_1_1","fm|4|2","Male","V"
215,"01065","csp_4_6",41,FALSE,"edu1_8","type_1_1","fm|4|1","Male","V"
217,"01065","csp_4_7",52,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
218,"01065","csp_7_1",88,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
219,"01067","csp_7_8",75,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
222,"01069","csp_7_8",64,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
224,"01069","csp_8_4",21,TRUE,"edu1_3","type_2_2","fm|4|4","Male","A"
225,"01071","csp_7_8",64,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
230,"01071","csp_3_4",46,FALSE,"edu1_8","type_1_1","fm|4|1","Male","V"
231,"01072","csp_7_8",91,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
232,"01072","csp_7_7",76,FALSE,"edu2","type_2_1","fm|4|4","Female","V"
236,"01072","csp_7_7",81,FALSE,"edu2","type_2_1","fm|4|4","Female","V"
238,"01073","csp_3_8",65,FALSE,"edu1_8","type_1_2","fm|4|4","Male","V"
239,"01073","csp_7_8",75,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
244,"01074","csp_7_8",73,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
245,"01074","csp_8_5",55,FALSE,"edu1","type_2_4","fm|3|2","Female","A"
248,"01074","csp_6_2",19,FALSE,"edu1_4","type_1_1","fm|4|2","Male","A"
250,"01075","csp_7_5",90,FALSE,"edu1_2","type_2_1","fm|4|4","Male","V"
253,"01078","csp_6_2",28,FALSE,"edu1_3","type_1_1","fm|1|1","Male","V"
254,"01079","csp_4_6",39,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
257,"01083","csp_7_7",71,FALSE,"edu1_2","type_2_1","fm|4|4","Female","A"
259,"01085","csp_8_5",49,FALSE,"edu1","type_2_5","fm|1|1","Male","A"
261,"01088","csp_8_5",54,FALSE,"edu2","type_2_1","fm|4|4","Female","A"
262,"01089","csp_7_7",75,FALSE,"edu1_1","type_2_1","fm|1|1","Male","V"
263,"01089","csp_7_5",70,FALSE,"edu1_6","type_2_1","fm|4|4","Female","A"
264,"01092","csp_7_7",86,FALSE,"edu1","type_2_1","fm|1|2","Female","V"
265,"01092","csp_7_7",92,FALSE,"edu1_2","type_2_1","fm|4|4","Female","A"
267,"01092","csp_7_5",80,FALSE,"edu1_2","type_2_1","fm|4|4","Male","V"
269,"01093","csp_7_2",63,FALSE,"edu1_3","type_2_1","fm|1|1","Male","A"
275,"01093","csp_7_8",69,FALSE,"edu1_1","type_2_1","fm|4|4","Male","A"
278,"01096","csp_7_1",88,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
279,"01096","csp_6_4",48,FALSE,"edu3","type_1_1","fm|1|1","Male","V"
280,"01096","csp_4_7",25,TRUE,"edu1_5","type_1_1","fm|3|2","Female","V"
286,"01102","csp_4_2",39,FALSE,"edu1_5","type_1_1","fm|4|2","Male","A"
287,"01102","csp_5_2",62,FALSE,"edu1_3","type_1_1","fm|4|3","Female","V"
291,"01103","csp_7_8",88,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
292,"01103","csp_8_5",33,FALSE,"edu2","type_2_5","fm|4|3","Male","A"
296,"01105","csp_4_7",56,FALSE,"edu1_3","type_1_1","fm|1|1","Male","V"
300,"01106","csp_8_5",57,FALSE,"edu1","type_2_5","fm|4|1","Male","A"
301,"01108","csp_8_5",62,FALSE,"edu1_3","type_2_5","fm|4|3","Male","A"
302,"01108","csp_7_7",69,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
303,"01108","csp_6_3",32,FALSE,"edu1_4","type_1_2","fm|4|3","Male","V"
306,"01109","csp_7_8",65,FALSE,"edu1_3","type_2_1","fm|4|3","Male","V"
307,"01109","csp_8_6",66,FALSE,"edu1","type_2_5","fm|4|4","Male","A"
309,"01113","csp_7_7",59,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
310,"01113","csp_4_6",52,FALSE,"edu1_6","type_1_1","fm|3|2","Female","V"
312,"01115","csp_5_3",38,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
318,"01118","csp_8_5",18,FALSE,"edu1_3","type_2_4","fm|1|2","Female","A"
320,"01124","csp_7_7",84,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
322,"01130","csp_8_4",23,TRUE,"edu1_4","type_2_2","fm|1|2","Female","V"
323,"01130","csp_7_8",67,FALSE,"edu2","type_2_1","fm|4|4","Female","A"
327,"01130","csp_6_2",46,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
331,"01133","csp_7_1",90,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
332,"01134","csp_7_7",69,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
333,"01134","csp_6_7",44,FALSE,"edu1_4","type_1_1","fm|3|2","Female","V"
335,"01135","csp_5_4",60,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
342,"01142","csp_7_8",71,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
345,"01142","csp_7_8",75,FALSE,"edu1_3","type_2_1","fm|4|4","Female","A"
346,"01142","csp_3_3",33,FALSE,"edu1_8","type_1_1","fm|4|1","Female","A"
347,"01143","csp_4_3",32,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
349,"01143","csp_5_2",30,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
351,"01143","csp_5_6",60,FALSE,"edu2","type_1_1","fm|4|1","Female","A"
353,"01143","csp_7_8",66,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
356,"01143","csp_7_5",94,FALSE,"edu1_2","type_2_1","fm|3|2","Female","V"
357,"01143","csp_2_1",52,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
358,"01143","csp_8_4",23,TRUE,"edu1_4","type_2_2","fm|4|1","Male","A"
360,"01143","csp_7_8",74,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
361,"01143","csp_6_4",48,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
362,"01143","csp_5_6",34,FALSE,"edu1_3","type_1_2","fm|3|2","Female","A"
365,"01143","csp_7_8",87,FALSE,"edu2","type_2_1","fm|1|2","Female","V"
367,"01143","csp_6_4",48,FALSE,"edu1_5","type_1_1","fm|1|1","Male","A"
372,"01146","csp_4_7",60,FALSE,"edu1_5","type_1_1","fm|1|1","Male","V"
373,"01147","csp_6_3",32,FALSE,"edu1_2","type_1_2","fm|4|4","Male","A"
377,"01148","csp_4_3",49,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
379,"01149","csp_7_7",71,FALSE,"edu2","type_2_1","fm|1|2","Female","V"
383,"01156","csp_6_7",55,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
386,"01158","csp_8_5",57,FALSE,"edu1_3","type_2_5","fm|4|2","Female","A"
389,"01159","csp_8_4",15,TRUE,"edu1_5","type_2_2","fm|4|1","Male","A"
392,"01160","csp_4_7",62,FALSE,"edu1_6","type_1_2","fm|4|3","Male","V"
397,"01160","csp_8_1",24,FALSE,"edu1_3","type_1_2","fm|4|2","Female","A"
402,"01160","csp_5_2",54,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
403,"01163","csp_2_1",49,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
406,"01163","csp_7_1",77,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
410,"01165","csp_3_4",45,FALSE,"edu1_8","type_1_1","fm|3|2","Female","V"
411,"01165","csp_4_6",60,FALSE,"edu1_6","type_1_1","fm|1|2","Female","V"
414,"01166","csp_5_5",41,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
415,"01166","csp_6_4",48,FALSE,"edu3","type_1_1","fm|1|1","Male","V"
418,"01169","csp_2_1",33,FALSE,"edu1_3","type_1_2","fm|4|3","Male","A"
419,"01169","csp_6_7",54,FALSE,"edu3","type_1_1","fm|4|1","Male","V"
421,"01173","csp_5_2",28,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
422,"01173","csp_4_6",41,FALSE,"edu1_7","type_1_1","fm|4|1","Female","A"
423,"01173","csp_7_7",70,FALSE,"edu1_6","type_2_1","fm|1|1","Male","A"
424,"01173","csp_2_2",45,FALSE,"edu1_7","type_1_1","fm|4|1","Male","V"
425,"01173","csp_4_2",26,FALSE,"edu1_8","type_1_1","fm|1|1","Male","A"
429,"01173","csp_7_5",74,FALSE,"edu1_5","type_2_1","fm|1|2","Female","V"
432,"01173","csp_3_8",31,FALSE,"edu1_8","type_1_1","fm|1|1","Male","A"
434,"01173","csp_7_8",88,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
437,"01173","csp_7_8",75,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
442,"01173","csp_4_3",59,FALSE,"edu1_6","type_1_1","fm|1|2","Female","A"
443,"01177","csp_7_5",70,FALSE,"edu1_6","type_2_1","fm|1|2","Female","V"
444,"01179","csp_5_2",49,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
445,"01179","csp_6_7",53,FALSE,"edu1_4","type_1_1","fm|1|1","Male","A"
448,"01180","csp_4_6",53,FALSE,"edu1_5","type_1_1","fm|4|1","Male","A"
449,"01181","csp_6_3",22,FALSE,"edu1_3","type_1_1","fm|3|1","Male","V"
450,"01181","csp_6_2",33,FALSE,"edu1_3","type_1_1","fm|4|3","Male","V"
452,"01183","csp_7_8",65,FALSE,"edu1_3","type_2_1","fm|4|3","Male","V"
454,"01183","csp_8_4",15,TRUE,"edu3","type_2_2","fm|4|1","Male","A"
457,"01183","csp_4_3",26,TRUE,"edu1_6","type_1_1","fm|4|1","Female","A"
459,"01185","csp_5_2",58,FALSE,"edu3","type_1_1","fm|1|2","Female","V"
462,"01185","csp_4_6",60,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
470,"01192","csp_5_5",27,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
471,"01192","csp_5_2",47,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
472,"01193","csp_5_6",21,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
473,"01194","csp_6_3",28,FALSE,"edu1_2","type_1_1","fm|4|1","Male","A"
474,"01194","csp_6_7",53,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
476,"01194","csp_5_5",30,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
477,"01194","csp_8_4",20,TRUE,"edu1_2","type_2_2","fm|2|0","Male","A"
481,"01194","csp_5_6",59,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
482,"01194","csp_6_2",62,FALSE,"edu1_3","type_1_1","fm|4|2","Male","V"
483,"01194","csp_6_9",23,TRUE,"edu1_6","type_1_1","fm|3|2","Male","A"
484,"01194","csp_5_5",24,FALSE,"edu1_5","type_1_1","fm|4|1","Female","A"
486,"01196","csp_7_7",80,FALSE,"edu2","type_2_1","fm|1|1","Male","V"
494,"01202","csp_1_1",55,FALSE,"edu1_5","type_1_1","fm|4|2","Male","A"
496,"01202","csp_6_3",32,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
497,"01202","csp_6_7",33,FALSE,"edu1_8","type_1_1","fm|4|1","Female","A"
498,"01202","csp_8_4",27,TRUE,"edu1_7","type_2_2","fm|4|2","Female","V"
500,"01203","csp_7_5",70,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
501,"01203","csp_3_1",48,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
502,"01203","csp_2_2",49,FALSE,"edu1_7","type_1_1","fm|4|1","Female","A"
503,"01204","csp_5_2",29,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
504,"01208","csp_3_3",45,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
506,"01216","csp_3_4",61,FALSE,"edu1_7","type_1_1","fm|4|1","Male","V"
511,"01224","csp_7_7",80,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
514,"01224","csp_4_6",30,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
515,"01224","csp_5_3",38,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
516,"01224","csp_6_5",58,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
517,"01225","csp_6_8",57,FALSE,"edu2","type_1_1","fm|4|1","Male","V"
518,"01227","csp_6_2",39,FALSE,"edu1_6","type_1_1","fm|1|1","Male","V"
519,"01227","csp_7_8",79,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
522,"01229","csp_3_8",40,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
523,"01229","csp_3_1",63,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
526,"01231","csp_4_6",51,FALSE,"edu2","type_1_1","fm|4|1","Male","A"
528,"01232","csp_5_5",62,FALSE,"edu1_5","type_1_2","fm|3|2","Female","V"
533,"01232","csp_6_7",43,FALSE,"edu1_6","type_1_1","fm|4|1","Female","V"
535,"01232","csp_7_8",77,FALSE,"edu1_8","type_2_1","fm|4|4","Male","V"
540,"01236","csp_8_4",21,TRUE,"edu1_2","type_2_2","fm|4|1","Female","A"
541,"01236","csp_5_5",62,FALSE,"edu1_3","type_1_1","fm|4|3","Female","A"
542,"01237","csp_7_7",80,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
543,"01237","csp_4_2",48,FALSE,"edu1_6","type_1_1","fm|3|1","Male","V"
544,"01237","csp_6_9",44,FALSE,"edu1_3","type_1_2","fm|3|2","Male","V"
545,"01237","csp_5_2",48,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
547,"01237","csp_6_8",38,FALSE,"edu1_2","type_1_1","fm|4|2","Male","A"
548,"01238","csp_3_7",43,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
549,"01238","csp_3_3",44,FALSE,"edu1_8","type_1_1","fm|1|1","Male","V"
550,"01239","csp_7_7",69,FALSE,"edu1_3","type_2_1","fm|4|4","Female","A"
552,"01240","csp_6_7",37,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
553,"01241","csp_6_7",58,FALSE,"edu1","type_1_2","fm|4|4","Male","V"
554,"01242","csp_6_4",38,FALSE,"edu1_3","type_1_1","fm|3|1","Male","V"
555,"01242","csp_5_3",24,FALSE,"edu1_4","type_1_1","fm|4|1","Male","A"
557,"01243","csp_6_2",56,FALSE,"edu1_2","type_1_1","fm|1|1","Male","V"
559,"01243","csp_4_6",43,FALSE,"edu1_5","type_1_1","fm|1|2","Female","V"
560,"01243","csp_4_6",43,FALSE,"edu1_7","type_1_1","fm|4|2","Male","V"
561,"01244","csp_3_8",63,FALSE,"edu1_8","type_1_1","fm|4|2","Male","V"
562,"01244","csp_7_7",71,FALSE,"edu1_3","type_2_1","fm|1|2","Female","V"
564,"01244","csp_8_5",32,FALSE,"edu1","type_2_5","fm|1|1","Male","A"
565,"01244","csp_7_7",92,FALSE,"edu1_3","type_2_1","fm|1|2","Female","V"
566,"01244","csp_5_4",55,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
572,"01246","csp_8_4",33,TRUE,"edu1_4","type_2_2","fm|4|1","Male","A"
573,"01246","csp_3_8",49,FALSE,"edu1_7","type_1_1","fm|4|1","Male","A"
577,"01248","csp_7_5",67,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
581,"01249","csp_7_8",80,FALSE,"edu2","type_2_1","fm|4|4","Male","V"
582,"01249","csp_7_7",64,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
584,"01249","csp_4_8",63,FALSE,"edu1_3","type_1_2","fm|4|3","Male","V"
586,"01249","csp_8_4",18,TRUE,"edu1_4","type_2_2","fm|1|1","Male","A"
587,"01249","csp_4_5",46,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
589,"01249","csp_7_5",68,FALSE,"edu1_8","type_2_1","fm|4|4","Female","V"
590,"01249","csp_3_3",51,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
593,"01249","csp_4_8",64,FALSE,"edu1_4","type_1_1","fm|1|1","Male","V"
594,"01249","csp_5_6",21,FALSE,"edu1_3","type_1_1","fm|1|2","Female","V"
595,"01249","csp_4_2",56,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
598,"01250","csp_8_1",47,FALSE,"edu1_7","type_1_2","fm|4|2","Female","V"
600,"01252","csp_8_5",52,FALSE,"edu2","type_2_5","fm|1|2","Female","V"
601,"01254","csp_7_2",63,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
602,"01254","csp_7_7",65,FALSE,"edu1_3","type_2_1","fm|1|2","Female","V"
604,"01254","csp_6_7",43,FALSE,"edu1_5","type_1_2","fm|3|2","Female","V"
606,"01258","csp_7_5",82,FALSE,"edu1_7","type_2_1","fm|4|4","Male","V"
607,"01258","csp_5_6",55,FALSE,"edu1_2","type_1_1","fm|4|1","Female","V"
